年份,学校官网,学校,学院官网,学院,代码,proname_url,专业,总分,政治,英语,数学,408专业基础
2023,http://yz.kaoyan365.cn/school/tju/,天津大学,http://yz.kaoyan365.cn/school/tju/yuanxi/1605/,计算机科学与技术College,081203,http://yz.kaoyan365.cn/school/tju/zhuanye/210303.html,计算机应用技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/tju/,天津大学,http://yz.kaoyan365.cn/school/tju/yuanxi/1605/,计算机科学与技术College,081202,http://yz.kaoyan365.cn/school/tju/zhuanye/210301.html,计算机软件与理论,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/tju/,天津大学,http://yz.kaoyan365.cn/school/tju/yuanxi/1605/,计算机科学与技术College,081202,http://yz.kaoyan365.cn/school/tju/zhuanye/210300.html,计算机软件与理论,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/tju/,天津大学,http://yz.kaoyan365.cn/school/tju/yuanxi/1605/,计算机科学与技术College,081203,http://yz.kaoyan365.cn/school/tju/zhuanye/210304.html,计算机应用技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/xiyou/,西安邮电大学,http://yz.kaoyan365.cn/school/xiyou/yuanxi/8840/,计算机College,081200,http://yz.kaoyan365.cn/school/xiyou/zhuanye/210255.html,计算机科学与技术,305,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqut/,重庆理工大学,http://yz.kaoyan365.cn/school/cqut/yuanxi/6905/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/cqut/zhuanye/210161.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqut/,重庆理工大学,http://yz.kaoyan365.cn/school/cqut/yuanxi/6905/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/cqut/zhuanye/210162.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqut/,重庆理工大学,http://yz.kaoyan365.cn/school/cqut/yuanxi/6905/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/cqut/zhuanye/210163.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqut/,重庆理工大学,http://yz.kaoyan365.cn/school/cqut/yuanxi/6905/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/cqut/zhuanye/210159.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqut/,重庆理工大学,http://yz.kaoyan365.cn/school/cqut/yuanxi/6905/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/cqut/zhuanye/210160.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/nbu/,宁波大学,http://yz.kaoyan365.cn/school/nbu/yuanxi/5896/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/nbu/zhuanye/209956.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/bjut/,北京科技大学,http://yz.kaoyan365.cn/school/bjut/yuanxi/155/,计算机College,077500,http://yz.kaoyan365.cn/school/bjut/zhuanye/209789.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/bjut/,北京科技大学,http://yz.kaoyan365.cn/school/bjut/yuanxi/155/,计算机College,077500,http://yz.kaoyan365.cn/school/bjut/zhuanye/209788.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/bjut/,北京科技大学,http://yz.kaoyan365.cn/school/bjut/yuanxi/155/,计算机College,077500,http://yz.kaoyan365.cn/school/bjut/zhuanye/209787.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/cugb/,中国地质大学（北京）,http://yz.kaoyan365.cn/school/cugb/yuanxi/818/,信息工程College,081200,http://yz.kaoyan365.cn/school/cugb/zhuanye/209458.html,计算机科学与技术,280,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cugb/,中国地质大学（北京）,http://yz.kaoyan365.cn/school/cugb/yuanxi/818/,信息工程College,081200,http://yz.kaoyan365.cn/school/cugb/zhuanye/209460.html,计算机科学与技术,280,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cugb/,中国地质大学（北京）,http://yz.kaoyan365.cn/school/cugb/yuanxi/818/,信息工程College,081200,http://yz.kaoyan365.cn/school/cugb/zhuanye/209459.html,计算机科学与技术,280,37,37,56,56
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1958/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/209306.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1958/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/209309.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1958/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/209310.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1958/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/209308.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1958/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/209305.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1958/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/209307.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1958/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/209304.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/cumtb/,中国矿业大学（北京）,http://yz.kaoyan365.cn/school/cumtb/yuanxi/788/,机电与信息工程College,081200,http://yz.kaoyan365.cn/school/cumtb/zhuanye/209197.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/ncut/,北方工业大学,http://yz.kaoyan365.cn/school/ncut/yuanxi/227/,信息工程College,081200,http://yz.kaoyan365.cn/school/ncut/zhuanye/208777.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/ncut/,北方工业大学,http://yz.kaoyan365.cn/school/ncut/yuanxi/227/,信息工程College,081200,http://yz.kaoyan365.cn/school/ncut/zhuanye/208778.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/dlu/,北方工业大学,http://yz.kaoyan365.cn/school/dlu/yuanxi/4691/,信息工程College,081200,http://yz.kaoyan365.cn/school/dlu/zhuanye/208642.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/dlu/,北方工业大学,http://yz.kaoyan365.cn/school/dlu/yuanxi/4691/,信息工程College,081200,http://yz.kaoyan365.cn/school/dlu/zhuanye/208643.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/dlu/,北方工业大学,http://yz.kaoyan365.cn/school/dlu/yuanxi/4691/,信息工程College,081200,http://yz.kaoyan365.cn/school/dlu/zhuanye/208640.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/dlu/,北方工业大学,http://yz.kaoyan365.cn/school/dlu/yuanxi/4691/,信息工程College,081200,http://yz.kaoyan365.cn/school/dlu/zhuanye/208641.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/dlu/,北方工业大学,http://yz.kaoyan365.cn/school/dlu/yuanxi/4692/,教育部先进设计与智能计算重点实验室,081200,http://yz.kaoyan365.cn/school/dlu/zhuanye/208592.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/dlu/,北方工业大学,http://yz.kaoyan365.cn/school/dlu/yuanxi/4692/,教育部先进设计与智能计算重点实验室,081200,http://yz.kaoyan365.cn/school/dlu/zhuanye/208594.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/dlu/,北方工业大学,http://yz.kaoyan365.cn/school/dlu/yuanxi/4692/,教育部先进设计与智能计算重点实验室,081200,http://yz.kaoyan365.cn/school/dlu/zhuanye/208593.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/dlu/,北方工业大学,http://yz.kaoyan365.cn/school/dlu/yuanxi/4692/,教育部先进设计与智能计算重点实验室,081200,http://yz.kaoyan365.cn/school/dlu/zhuanye/208591.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/bistu/,北京信息科技大学,http://yz.kaoyan365.cn/school/bistu/yuanxi/779/,计算机College,081200,http://yz.kaoyan365.cn/school/bistu/zhuanye/208553.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/bistu/,北京信息科技大学,http://yz.kaoyan365.cn/school/bistu/yuanxi/779/,计算机College,081200,http://yz.kaoyan365.cn/school/bistu/zhuanye/208552.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/bistu/,北京信息科技大学,http://yz.kaoyan365.cn/school/bistu/yuanxi/779/,计算机College,081200,http://yz.kaoyan365.cn/school/bistu/zhuanye/208554.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/bistu/,北京信息科技大学,http://yz.kaoyan365.cn/school/bistu/yuanxi/779/,计算机College,081200,http://yz.kaoyan365.cn/school/bistu/zhuanye/208551.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/yzu/,扬州大学,http://yz.kaoyan365.cn/school/yzu/yuanxi/4533/,信息工程College,081200,http://yz.kaoyan365.cn/school/yzu/zhuanye/208360.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/yzu/,扬州大学,http://yz.kaoyan365.cn/school/yzu/yuanxi/4533/,信息工程College,081200,http://yz.kaoyan365.cn/school/yzu/zhuanye/208361.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/yzu/,扬州大学,http://yz.kaoyan365.cn/school/yzu/yuanxi/4533/,信息工程College,081200,http://yz.kaoyan365.cn/school/yzu/zhuanye/208362.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/hhu/,河海大学,http://yz.kaoyan365.cn/school/hhu/yuanxi/3647/,计算机与信息College,081200,http://yz.kaoyan365.cn/school/hhu/zhuanye/207710.html,计算机科学与技术,315,37,37,56,56
2023,http://yz.kaoyan365.cn/school/hhu/,河海大学,http://yz.kaoyan365.cn/school/hhu/yuanxi/3647/,计算机与信息College,081200,http://yz.kaoyan365.cn/school/hhu/zhuanye/207711.html,计算机科学与技术,315,37,37,56,56
2023,http://yz.kaoyan365.cn/school/gucas/,中国科College大学,http://yz.kaoyan365.cn/school/gucas/yuanxi/903/,计算机与控制工程College,081200,http://yz.kaoyan365.cn/school/gucas/zhuanye/207558.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/gucas/,中国科College大学,http://yz.kaoyan365.cn/school/gucas/yuanxi/903/,计算机与控制工程College,081200,http://yz.kaoyan365.cn/school/gucas/zhuanye/207557.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1970/,计算机科学技术College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/207308.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1970/,计算机科学技术College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/207307.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/fudan/,复旦大学,http://yz.kaoyan365.cn/school/fudan/yuanxi/1970/,计算机科学技术College,081200,http://yz.kaoyan365.cn/school/fudan/zhuanye/207306.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/btbu/,北京工商大学,http://yz.kaoyan365.cn/school/btbu/yuanxi/245/,计算机与信息工程College,081200,http://yz.kaoyan365.cn/school/btbu/zhuanye/206741.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/btbu/,北京工商大学,http://yz.kaoyan365.cn/school/btbu/yuanxi/245/,计算机与信息工程College,081200,http://yz.kaoyan365.cn/school/btbu/zhuanye/206743.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/btbu/,北京工商大学,http://yz.kaoyan365.cn/school/btbu/yuanxi/245/,计算机与信息工程College,081200,http://yz.kaoyan365.cn/school/btbu/zhuanye/206740.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/btbu/,北京工商大学,http://yz.kaoyan365.cn/school/btbu/yuanxi/245/,计算机与信息工程College,081200,http://yz.kaoyan365.cn/school/btbu/zhuanye/206742.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/nwnu/,西北师范大学,http://yz.kaoyan365.cn/school/nwnu/yuanxi/8955/,计算机科学与工程College,077500,http://yz.kaoyan365.cn/school/nwnu/zhuanye/206339.html,计算机科学与技术,308,37,37,56,56
2023,http://yz.kaoyan365.cn/school/nwnu/,西北师范大学,http://yz.kaoyan365.cn/school/nwnu/yuanxi/8955/,计算机科学与工程College,077500,http://yz.kaoyan365.cn/school/nwnu/zhuanye/206337.html,计算机科学与技术,308,37,37,56,56
2023,http://yz.kaoyan365.cn/school/nwnu/,西北师范大学,http://yz.kaoyan365.cn/school/nwnu/yuanxi/8955/,计算机科学与工程College,077500,http://yz.kaoyan365.cn/school/nwnu/zhuanye/206338.html,计算机科学与技术,308,37,37,56,56
2023,http://yz.kaoyan365.cn/school/ynu/,云南大学,http://yz.kaoyan365.cn/school/ynu/yuanxi/9711/,信息College,0810Z1,http://yz.kaoyan365.cn/school/ynu/zhuanye/204828.html,物联网工程,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/ynu/,云南大学,http://yz.kaoyan365.cn/school/ynu/yuanxi/9711/,信息College,0810Z1,http://yz.kaoyan365.cn/school/ynu/zhuanye/204827.html,物联网工程,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/ynu/,云南大学,http://yz.kaoyan365.cn/school/ynu/yuanxi/9711/,信息College,0810Z1,http://yz.kaoyan365.cn/school/ynu/zhuanye/204826.html,物联网工程,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/seu/,云南大学,http://yz.kaoyan365.cn/school/seu/yuanxi/11851/,网络空间安全College,077500,http://yz.kaoyan365.cn/school/seu/zhuanye/202655.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/seu/,云南大学,http://yz.kaoyan365.cn/school/seu/yuanxi/11851/,网络空间安全College,077500,http://yz.kaoyan365.cn/school/seu/zhuanye/202654.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/seu/,云南大学,http://yz.kaoyan365.cn/school/seu/yuanxi/11851/,网络空间安全College,077500,http://yz.kaoyan365.cn/school/seu/zhuanye/202651.html,计算机科学与技术,-,-,-,-,-
2023,http://yz.kaoyan365.cn/school/swust/,西南科技大学,http://yz.kaoyan365.cn/school/swust/yuanxi/5691/,计算机科学与技术College,083500,http://yz.kaoyan365.cn/school/swust/zhuanye/202517.html,Software Engineering,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/swust/,西南科技大学,http://yz.kaoyan365.cn/school/swust/yuanxi/5691/,计算机科学与技术College,083500,http://yz.kaoyan365.cn/school/swust/zhuanye/202516.html,Software Engineering,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/swust/,西南科技大学,http://yz.kaoyan365.cn/school/swust/yuanxi/5691/,计算机科学与技术College,081200,http://yz.kaoyan365.cn/school/swust/zhuanye/202513.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/swust/,西南科技大学,http://yz.kaoyan365.cn/school/swust/yuanxi/5691/,计算机科学与技术College,081200,http://yz.kaoyan365.cn/school/swust/zhuanye/202514.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/swust/,西南科技大学,http://yz.kaoyan365.cn/school/swust/yuanxi/5691/,计算机科学与技术College,083500,http://yz.kaoyan365.cn/school/swust/zhuanye/202515.html,Software Engineering,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/swust/,西南科技大学,http://yz.kaoyan365.cn/school/swust/yuanxi/5691/,计算机科学与技术College,081200,http://yz.kaoyan365.cn/school/swust/zhuanye/202512.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqjtu/,重庆交通大学,http://yz.kaoyan365.cn/school/cqjtu/yuanxi/7568/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/cqjtu/zhuanye/202388.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqjtu/,重庆交通大学,http://yz.kaoyan365.cn/school/cqjtu/yuanxi/7568/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/cqjtu/zhuanye/202387.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqjtu/,重庆交通大学,http://yz.kaoyan365.cn/school/cqjtu/yuanxi/7568/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/cqjtu/zhuanye/202389.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/cqjtu/,重庆交通大学,http://yz.kaoyan365.cn/school/cqjtu/yuanxi/7568/,信息科学与工程College,081200,http://yz.kaoyan365.cn/school/cqjtu/zhuanye/202386.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5855/,电子科学技术研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202244.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5855/,电子科学技术研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202249.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5855/,电子科学技术研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202245.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5855/,电子科学技术研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202248.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5855/,电子科学技术研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202247.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5855/,电子科学技术研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202243.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5855/,电子科学技术研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202246.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/11764/,基础与前沿研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202211.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/11764/,基础与前沿研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202207.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/11764/,基础与前沿研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202210.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/11764/,基础与前沿研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202209.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/11764/,基础与前沿研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202208.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/11764/,基础与前沿研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202205.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/11764/,基础与前沿研究院,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202206.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202031.html,计算机科学与技术,264,37,37,56,56
2023,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202029.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202030.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202032.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202033.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202028.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5851/,数学科学College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/202034.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201691.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201689.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201690.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201685.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201687.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201686.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/uestc/,电子科技大学,http://yz.kaoyan365.cn/school/uestc/yuanxi/5854/,计算机科学与工程College,081200,http://yz.kaoyan365.cn/school/uestc/zhuanye/201688.html,计算机科学与技术,264,37,37,56,56
2024,http://yz.kaoyan365.cn/school/swjtu/,西南交通大学,http://yz.kaoyan365.cn/school/swjtu/yuanxi/5932/,信息科学与技术College,0810Z1,http://yz.kaoyan365.cn/school/swjtu/zhuanye/201403.html,信息安全,264,37,37,56,56
